timestamps,TP9,AF7,AF8,TP10,Right AUX,Marker0
1601765177.549,-34.180,-30.273,-28.809,2.930,0.000,0
1601765177.553,-25.391,-25.391,-26.367,-1.465,0.000,0
1601765177.557,-40.527,-22.949,-25.391,-13.184,0.000,0
1601765177.561,-46.875,-26.367,-23.438,-16.602,0.000,0
1601765177.565,-43.457,-28.809,-23.926,-9.277,0.000,0
1601765177.569,-39.551,-28.320,-28.809,-4.395,0.000,0
1601765177.573,-40.527,-27.344,-28.320,-4.395,0.000,0
1601765177.577,-46.387,-32.227,-26.367,-15.137,0.000,0
1601765177.580,-42.480,-33.691,-26.367,-13.184,0.000,0
1601765177.584,-30.273,-35.156,-24.902,0.977,0.000,0
1601765177.588,-30.762,-37.109,-24.902,1.465,0.000,0
1601765177.592,-30.273,-33.691,-24.414,0.977,0.000,0
1601765177.596,-43.945,-31.738,-25.391,-3.906,0.000,0
1601765177.600,-41.992,-27.832,-29.785,-9.277,0.000,0
1601765177.604,-28.320,-24.414,-27.344,-1.953,0.000,0
1601765177.608,-27.344,-22.949,-24.414,-0.488,0.000,0
1601765177.612,-40.527,-19.531,-26.367,0.488,0.000,0
1601765177.616,-48.340,-20.996,-28.809,-3.418,0.000,0
1601765177.620,-47.852,-27.344,-32.227,-19.043,0.000,0
1601765177.623,-40.039,-31.738,-37.109,-1.465,0.000,0
1601765177.627,-29.785,-35.156,-38.574,10.742,0.000,0
1601765177.631,-27.344,-34.180,-34.668,-0.977,0.000,0
1601765177.635,-32.227,-29.297,-33.691,0.488,0.000,0
1601765177.639,-38.574,-28.320,-39.551,-2.930,0.000,0
1601765177.643,-38.086,-31.738,-38.574,1.465,0.000,0
1601765177.647,-40.039,-30.762,-34.668,-0.488,0.000,0
1601765177.651,-31.250,-28.320,-32.227,-18.555,0.000,0
1601765177.655,-34.668,-25.391,-33.691,-25.879,0.000,0
1601765177.659,-38.086,-21.973,-35.156,-28.320,0.000,0
1601765177.663,-36.133,-22.461,-33.203,-21.973,0.000,0
1601765177.666,-38.574,-23.926,-34.668,-21.484,0.000,0
1601765177.670,-33.203,-25.391,-33.203,-23.438,0.000,0
1601765177.674,-35.645,-24.414,-33.691,-24.902,0.000,0
1601765177.678,-36.133,-23.926,-38.574,-23.926,0.000,0
1601765177.682,-40.039,-23.438,-34.180,-10.742,0.000,0
1601765177.686,-35.156,-26.855,-30.762,-8.789,0.000,0
1601765177.690,-18.066,-31.250,-32.227,-7.812,0.000,0
1601765177.694,-27.832,-26.855,-29.785,-2.930,0.000,0
1601765177.698,-41.992,-27.344,-32.227,-22.461,0.000,0
1601765177.702,-48.828,-31.738,-34.180,-31.738,0.000,0
1601765177.705,-44.434,-31.738,-35.156,-20.020,0.000,0
1601765177.709,-35.156,-27.832,-33.691,-1.465,0.000,0
1601765177.713,-29.297,-24.902,-33.203,3.418,0.000,0
1601765177.717,-39.551,-23.926,-34.180,-19.043,0.000,0
1601765177.721,-40.039,-20.508,-35.156,-25.391,0.000,0
1601765177.725,-34.180,-19.043,-35.645,-10.742,0.000,0
1601765177.729,-36.133,-16.602,-37.109,-0.977,0.000,0
1601765177.733,-41.504,-21.484,-33.203,-4.883,0.000,0
1601765177.737,-55.176,-28.809,-27.344,-23.926,0.000,0
1601765177.741,-66.895,-31.738,-31.250,-25.879,0.000,0
1601765177.745,-60.547,-30.273,-29.785,-12.695,0.000,0
1601765177.748,-61.523,-25.879,-26.367,-20.508,0.000,0
1601765177.752,-78.125,-28.809,-29.785,-29.297,0.000,0
1601765177.756,-62.988,-31.738,-34.668,-14.648,0.000,0
1601765177.760,-57.617,-31.738,-33.203,-15.137,0.000,0
1601765177.764,-59.570,-32.227,-30.762,-28.320,0.000,0
1601765177.768,-43.457,-31.738,-28.809,-30.273,0.000,0
1601765177.772,-35.645,-34.668,-32.227,-35.645,0.000,0
1601765177.776,-40.039,-39.551,-36.133,-46.875,0.000,0
1601765177.780,-54.199,-38.574,-38.574,-42.480,0.000,0
1601765177.784,-40.527,-34.668,-44.434,-21.484,0.000,0
1601765177.788,-21.484,-33.203,-42.969,-4.883,0.000,0
1601765177.791,-19.531,-30.273,-37.598,-6.348,0.000,0
1601765177.795,-33.691,-33.203,-40.039,-28.809,0.000,0
1601765177.799,-43.457,-34.668,-43.457,-41.504,0.000,0
1601765177.803,-31.738,-30.273,-43.457,-20.508,0.000,0
1601765177.807,-18.555,-23.438,-38.574,-2.441,0.000,0
1601765177.811,-10.742,-20.020,-34.180,-2.441,0.000,0
1601765177.815,-12.695,-20.020,-33.691,-9.277,0.000,0
1601765177.819,-32.227,-25.391,-34.180,-18.066,0.000,0
1601765177.823,-45.898,-29.297,-43.457,-16.602,0.000,0
1601765177.827,-32.715,-24.414,-35.645,-21.973,0.000,0
1601765177.830,-25.879,-25.391,-29.297,-13.184,0.000,0
1601765177.834,-24.902,-23.926,-35.645,-2.441,0.000,0
1601765177.838,-34.180,-20.996,-32.227,0.000,0.000,0
1601765177.842,-30.762,-20.996,-27.832,-3.418,0.000,0
1601765177.846,-21.484,-19.043,-25.391,-11.719,0.000,0
1601765177.850,-17.090,-14.160,-25.391,4.395,0.000,0
1601765177.854,-22.461,-17.090,-25.391,12.695,0.000,0
1601765177.858,-29.785,-22.461,-30.273,6.348,0.000,0
1601765177.862,-24.902,-22.949,-29.785,10.254,0.000,0
1601765177.866,-19.043,-26.855,-24.902,1.465,0.000,0
1601765177.870,-6.836,-30.273,-28.809,-8.789,0.000,0
1601765177.873,-22.461,-32.227,-31.250,-1.465,0.000,0
1601765177.877,-48.828,-35.645,-26.367,-25.391,0.000,0
1601765177.881,-31.738,-32.227,-33.691,-32.227,0.000,0
1601765177.885,-19.043,-27.344,-35.645,0.488,0.000,0
1601765177.889,-29.297,-29.297,-29.785,2.930,0.000,0
1601765177.893,-32.227,-36.133,-31.250,4.883,0.000,0
1601765177.897,-33.203,-40.527,-27.832,6.348,0.000,0
1601765177.901,-40.527,-38.574,-28.320,-2.930,0.000,0
1601765177.905,-34.180,-35.156,-24.902,-0.977,0.000,0
1601765177.909,-20.996,-33.203,-23.926,-6.348,0.000,0
1601765177.913,-15.137,-30.273,-25.391,-6.836,0.000,0
1601765177.916,-18.555,-30.273,-27.344,-16.602,0.000,0
1601765177.920,-32.715,-32.715,-35.645,-1.953,0.000,0
1601765177.924,-39.551,-31.738,-37.598,3.906,0.000,0
1601765177.928,-25.879,-34.668,-33.203,-7.812,0.000,0
1601765177.932,-27.344,-34.668,-32.227,-4.395,0.000,0
1601765177.936,-30.273,-32.715,-34.180,-13.184,0.000,0
1601765177.940,-27.832,-34.180,-35.645,-18.555,0.000,0
1601765177.944,-27.832,-35.645,-37.598,-9.766,0.000,0
1601765177.948,-18.555,-32.715,-30.762,-6.836,0.000,0
1601765177.952,-11.230,-31.250,-30.762,-7.812,0.000,0
1601765177.955,-13.672,-31.738,-30.762,-5.371,0.000,0
1601765177.959,-34.668,-31.250,-25.879,-4.395,0.000,0
1601765177.963,-40.039,-33.691,-21.973,-2.441,0.000,0
1601765177.967,-37.109,-35.645,-29.785,-11.719,0.000,0
1601765177.971,-35.156,-37.109,-31.250,-19.531,0.000,0
1601765177.975,-34.668,-37.109,-27.344,-15.137,0.000,0
1601765177.979,-43.457,-37.598,-33.691,-13.672,0.000,0
1601765177.983,-34.180,-39.551,-33.203,-21.973,0.000,0
1601765177.987,-20.508,-36.621,-33.203,-20.508,0.000,0
1601765177.991,-20.020,-34.180,-36.621,-10.254,0.000,0
1601765177.995,-15.625,-30.762,-35.645,-9.277,0.000,0
1601765177.998,-4.395,-27.344,-31.738,-5.371,0.000,0
1601765178.002,-10.742,-30.762,-32.715,-12.207,0.000,0
1601765178.006,-24.414,-33.691,-35.156,-17.090,0.000,0
1601765178.010,-22.949,-28.320,-39.062,-14.160,0.000,0
1601765178.014,-31.738,-26.367,-40.527,-17.090,0.000,0
1601765178.018,-50.293,-27.344,-40.527,-14.160,0.000,0
1601765178.022,-49.805,-27.832,-40.527,-6.836,0.000,0
1601765178.026,-43.457,-26.855,-36.621,-4.883,0.000,0
1601765178.030,-37.598,-26.855,-32.227,-2.441,0.000,0
1601765178.034,-36.133,-24.902,-38.086,-7.324,0.000,0
1601765178.038,-47.363,-22.461,-37.598,-19.531,0.000,0
1601765178.041,-54.688,-25.391,-32.227,-9.766,0.000,0
1601765178.045,-45.410,-24.902,-38.574,-18.555,0.000,0
1601765178.049,-32.227,-27.832,-41.992,-38.574,0.000,0
1601765178.053,-36.621,-37.109,-37.598,-23.926,0.000,0
1601765178.057,-36.133,-35.645,-37.109,-17.090,0.000,0
1601765178.061,-42.969,-32.715,-39.062,-23.438,0.000,0
1601765178.065,-52.734,-33.691,-37.109,-21.484,0.000,0
1601765178.069,-51.758,-32.715,-34.668,-20.996,0.000,0
1601765178.073,-44.922,-35.645,-39.062,-25.879,0.000,0
1601765178.077,-62.500,-43.457,-37.109,-36.133,0.000,0
1601765178.080,-69.824,-43.945,-36.621,-29.297,0.000,0
1601765178.084,-55.664,-40.039,-35.645,-9.277,0.000,0
1601765178.088,-59.082,-39.062,-33.203,-16.602,0.000,0
1601765178.092,-59.570,-36.621,-33.203,-19.043,0.000,0
1601765178.096,-60.059,-35.156,-34.180,-22.949,0.000,0
1601765178.100,-52.734,-32.715,-34.668,-48.828,0.000,0
1601765178.104,-48.340,-34.180,-35.156,-31.738,0.000,0
1601765178.108,-50.293,-36.133,-34.668,-14.160,0.000,0
1601765178.112,-50.781,-35.156,-31.738,-29.297,0.000,0
1601765178.116,-58.594,-32.227,-34.668,-26.367,0.000,0
1601765178.120,-61.035,-31.738,-34.180,-29.297,0.000,0
1601765178.123,-68.848,-34.668,-35.156,-25.391,0.000,0
1601765178.127,-57.617,-31.250,-37.109,-13.184,0.000,0
1601765178.131,-50.781,-27.832,-34.668,-12.207,0.000,0
1601765178.135,-54.199,-24.414,-32.227,-17.578,0.000,0
1601765178.139,-46.387,-23.926,-27.832,-26.367,0.000,0
1601765178.143,-49.316,-24.414,-29.785,-30.273,0.000,0
1601765178.147,-59.082,-26.367,-29.297,-32.715,0.000,0
1601765178.151,-51.270,-24.902,-28.809,-21.973,0.000,0
1601765178.155,-42.480,-24.414,-32.227,-20.508,0.000,0
1601765178.159,-54.199,-29.297,-34.180,-33.691,0.000,0
1601765178.163,-45.898,-25.879,-34.180,-23.438,0.000,0
1601765178.166,-34.180,-23.926,-34.668,-12.695,0.000,0
1601765178.170,-41.504,-23.438,-35.156,-17.578,0.000,0
1601765178.174,-47.852,-23.438,-31.738,-16.602,0.000,0
1601765178.178,-49.805,-23.926,-30.273,-17.090,0.000,0
1601765178.182,-47.363,-26.855,-26.367,-18.555,0.000,0
1601765178.186,-37.109,-26.367,-27.832,1.465,0.000,0
1601765178.190,-32.227,-26.367,-31.738,3.906,0.000,0
1601765178.194,-43.945,-29.785,-29.785,-24.902,0.000,0
1601765178.198,-54.199,-29.297,-31.738,-24.414,0.000,0
1601765178.202,-57.617,-31.250,-31.738,-15.137,0.000,0
1601765178.205,-57.129,-34.180,-31.738,-17.090,0.000,0
1601765178.209,-42.969,-36.621,-32.715,-6.348,0.000,0
1601765178.213,-33.691,-35.156,-30.273,0.488,0.000,0
1601765178.217,-29.297,-29.785,-26.367,6.836,0.000,0
1601765178.221,-30.273,-28.809,-26.855,3.418,0.000,0
1601765178.225,-29.297,-33.203,-27.832,-6.836,0.000,0
1601765178.229,-28.809,-30.273,-28.809,-7.324,0.000,0
1601765178.233,-30.762,-24.414,-26.855,-0.977,0.000,0
1601765178.237,-41.992,-23.926,-25.879,-0.488,0.000,0
1601765178.241,-45.898,-26.855,-28.809,-20.020,0.000,0
1601765178.245,-27.832,-22.949,-28.320,-18.066,0.000,0
1601765178.248,-21.973,-22.949,-28.809,-5.371,0.000,0
1601765178.252,-23.926,-30.273,-28.320,1.465,0.000,0
1601765178.256,-32.227,-30.762,-22.461,1.465,0.000,0
1601765178.260,-34.180,-31.250,-19.043,-6.348,0.000,0
1601765178.264,-23.438,-32.227,-20.508,-7.324,0.000,0
1601765178.268,-20.508,-28.809,-22.461,-7.812,0.000,0
1601765178.272,-18.555,-24.902,-24.414,-8.301,0.000,0
1601765178.276,-16.602,-23.438,-26.367,2.930,0.000,0
1601765178.280,-20.996,-26.855,-29.297,-2.441,0.000,0
1601765178.284,-18.066,-29.297,-28.320,0.488,0.000,0
1601765178.288,-23.926,-28.809,-23.438,5.371,0.000,0
1601765178.291,-16.602,-28.809,-22.461,-14.160,0.000,0
1601765178.295,-4.395,-30.762,-29.297,-19.043,0.000,0
1601765178.299,-12.207,-32.715,-30.762,-19.531,0.000,0
1601765178.303,-25.879,-31.738,-31.250,-20.020,0.000,0
1601765178.307,-27.344,-33.203,-33.691,-8.789,0.000,0
1601765178.311,-22.461,-36.133,-30.762,-2.930,0.000,0
1601765178.315,-18.066,-34.180,-26.367,-11.230,0.000,0
1601765178.319,-27.344,-34.180,-26.367,-23.438,0.000,0
1601765178.323,-26.367,-31.738,-30.762,-13.672,0.000,0
1601765178.327,-9.277,-29.297,-28.809,4.883,0.000,0
1601765178.330,-20.508,-35.156,-29.297,-8.789,0.000,0
1601765178.334,-31.250,-39.062,-33.203,-22.949,0.000,0
1601765178.338,-44.434,-36.133,-32.715,-16.113,0.000,0
1601765178.342,-42.969,-32.715,-27.832,-19.531,0.000,0
1601765178.346,-21.484,-28.320,-28.320,-20.020,0.000,0
1601765178.350,-16.602,-30.273,-37.109,-7.324,0.000,0
1601765178.354,-15.625,-31.738,-34.668,-5.371,0.000,0
1601765178.358,-23.438,-28.320,-29.785,-5.859,0.000,0
1601765178.362,-28.320,-31.738,-31.250,-5.371,0.000,0
1601765178.366,-23.926,-30.273,-35.645,-4.883,0.000,0
1601765178.370,-11.230,-28.809,-35.156,-6.348,0.000,0
1601765178.373,-0.977,-32.715,-37.109,-12.695,0.000,0
1601765178.377,-21.484,-34.668,-41.504,-20.020,0.000,0
1601765178.381,-34.668,-34.180,-38.086,-10.742,0.000,0
1601765178.385,-24.414,-31.738,-34.668,2.441,0.000,0
1601765178.389,-23.438,-30.273,-35.645,-11.719,0.000,0
1601765178.393,-26.367,-30.762,-32.715,-18.066,0.000,0
1601765178.397,-30.273,-30.762,-32.227,-10.254,0.000,0
1601765178.401,-41.016,-35.645,-32.715,-18.066,0.000,0
1601765178.405,-45.410,-36.133,-33.691,-19.043,0.000,0
1601765178.409,-31.738,-29.785,-33.203,-10.742,0.000,0
1601765178.413,-8.789,-29.297,-30.762,-11.230,0.000,0
1601765178.416,-29.785,-31.738,-36.133,-12.207,0.000,0
1601765178.420,-35.156,-30.762,-32.227,-11.719,0.000,0
1601765178.424,-22.949,-24.902,-23.438,5.371,0.000,0
1601765178.428,-27.832,-22.461,-30.273,7.812,0.000,0
1601765178.432,-24.902,-23.926,-33.691,-11.719,0.000,0
1601765178.436,-30.762,-27.832,-30.762,-15.137,0.000,0
1601765178.440,-38.574,-30.273,-30.273,-17.090,0.000,0
1601765178.444,-29.785,-31.250,-31.738,-12.207,0.000,0
1601765178.448,-22.949,-34.668,-35.645,-17.578,0.000,0
1601765178.452,-29.785,-30.762,-36.133,-26.367,0.000,0
1601765178.455,-50.293,-30.273,-31.738,-20.020,0.000,0
1601765178.459,-45.898,-32.227,-25.391,-8.301,0.000,0
1601765178.463,-43.457,-25.391,-25.879,3.906,0.000,0
1601765178.467,-53.223,-27.344,-30.273,4.395,0.000,0
1601765178.471,-42.969,-31.738,-28.809,6.836,0.000,0
1601765178.475,-33.203,-27.344,-23.926,0.000,0.000,0
1601765178.479,-45.898,-24.414,-25.391,-11.230,0.000,0
1601765178.483,-47.852,-28.320,-28.320,-16.113,0.000,0
1601765178.487,-42.480,-28.809,-32.715,-11.719,0.000,0
1601765178.491,-41.992,-25.391,-34.180,0.977,0.000,0
1601765178.495,-52.734,-27.344,-35.156,-2.441,0.000,0
1601765178.498,-68.848,-27.832,-31.738,-2.930,0.000,0
1601765178.502,-63.965,-27.832,-32.227,-2.441,0.000,0
1601765178.506,-45.898,-30.762,-33.691,-15.137,0.000,0
1601765178.510,-46.387,-25.879,-29.785,-20.996,0.000,0
1601765178.514,-55.176,-22.461,-29.785,-20.020,0.000,0
1601765178.518,-64.941,-24.902,-32.227,-14.648,0.000,0
1601765178.522,-68.848,-30.273,-28.320,-2.441,0.000,0
1601765178.526,-54.688,-32.227,-26.855,4.883,0.000,0
1601765178.530,-45.898,-27.344,-24.414,8.789,0.000,0
1601765178.534,-51.758,-25.391,-24.902,6.836,0.000,0
1601765178.538,-56.152,-27.344,-30.762,5.859,0.000,0
1601765178.541,-44.434,-27.832,-26.367,5.371,0.000,0
1601765178.545,-34.668,-26.855,-24.414,-0.977,0.000,0
1601765178.549,-47.363,-31.250,-26.367,-5.371,0.000,0
1601765178.553,-41.504,-34.180,-34.180,-5.371,0.000,2
1601765178.557,-39.062,-34.180,-40.039,-12.207,0.000,0
1601765178.561,-44.922,-33.203,-31.738,-2.441,0.000,0
1601765178.565,-40.039,-30.273,-29.785,0.977,0.000,0
1601765178.569,-25.391,-27.832,-34.180,-2.441,0.000,0
1601765178.573,-26.855,-31.738,-28.809,0.000,0.000,0
1601765178.577,-41.992,-32.227,-29.785,-13.184,0.000,0
1601765178.580,-44.434,-29.785,-35.645,-11.230,0.000,0
1601765178.584,-39.551,-29.785,-36.133,8.789,0.000,0
1601765178.588,-29.297,-28.809,-35.645,5.859,0.000,0
1601765178.592,-40.039,-32.715,-32.227,0.977,0.000,0
1601765178.596,-52.246,-33.203,-30.273,-2.930,0.000,0
1601765178.600,-50.293,-31.250,-30.273,-4.395,0.000,0
1601765178.604,-33.691,-33.203,-31.738,-10.254,0.000,0
1601765178.608,-16.113,-33.203,-34.668,-20.508,0.000,0
1601765178.612,-30.762,-33.691,-31.738,-3.906,0.000,0
1601765178.616,-58.594,-34.668,-27.832,4.883,0.000,0
1601765178.620,-65.430,-34.180,-26.367,-10.254,0.000,0
1601765178.623,-57.617,-33.691,-27.344,-12.207,0.000,0
1601765178.627,-51.758,-32.715,-30.273,-8.301,0.000,0
1601765178.631,-40.527,-28.320,-31.738,-5.859,0.000,0
1601765178.635,-56.152,-24.902,-28.809,-5.371,0.000,0
1601765178.639,-67.383,-25.391,-29.297,-9.766,0.000,0
1601765178.643,-42.969,-27.832,-33.203,0.977,0.000,0
1601765178.647,-39.062,-27.344,-31.738,9.766,0.000,0
1601765178.651,-42.480,-26.367,-27.832,-6.348,0.000,0
1601765178.655,-38.574,-28.809,-33.691,-13.184,0.000,0
1601765178.659,-36.621,-30.762,-38.574,-12.207,0.000,0
1601765178.663,-34.668,-30.273,-31.250,-5.859,0.000,0
1601765178.666,-30.273,-29.297,-33.203,-6.348,0.000,0
1601765178.670,-23.926,-28.320,-34.668,-9.277,0.000,0
1601765178.674,-26.855,-27.344,-25.879,-0.488,0.000,0
1601765178.678,-34.180,-23.926,-24.414,-4.395,0.000,0
1601765178.682,-38.574,-30.762,-32.227,-11.230,0.000,0
1601765178.686,-32.715,-33.691,-29.297,-18.066,0.000,0
1601765178.690,-27.832,-32.227,-27.832,-13.672,0.000,0
1601765178.694,-30.273,-34.180,-35.156,-12.695,0.000,0
1601765178.698,-46.875,-33.691,-37.598,-27.832,0.000,0
1601765178.702,-57.129,-34.668,-40.039,-23.926,0.000,0
1601765178.705,-42.969,-34.668,-38.574,-3.906,0.000,0
1601765178.709,-29.785,-32.715,-31.738,-7.324,0.000,0
1601765178.713,-24.414,-25.879,-25.879,-8.789,0.000,0
1601765178.717,-29.785,-23.438,-26.855,-8.789,0.000,0
1601765178.721,-39.062,-28.320,-30.273,-25.391,0.000,0
1601765178.725,-39.551,-30.762,-32.227,-21.484,0.000,0
1601765178.729,-29.297,-30.273,-32.227,-18.066,0.000,0
1601765178.733,-31.250,-27.344,-31.250,-18.066,0.000,0
1601765178.737,-40.527,-31.738,-28.320,-16.602,0.000,0
1601765178.741,-45.898,-37.598,-27.344,-19.043,0.000,0
1601765178.745,-44.922,-34.180,-32.227,-4.883,0.000,0
1601765178.748,-40.039,-35.156,-29.297,-14.648,0.000,0
1601765178.752,-28.809,-37.598,-29.785,-31.250,0.000,0
1601765178.756,-36.133,-36.133,-29.785,-22.949,0.000,0
1601765178.760,-35.645,-32.227,-27.344,-16.602,0.000,0
1601765178.764,-37.598,-33.203,-28.320,-16.602,0.000,0
1601765178.768,-36.133,-37.598,-28.320,-8.789,0.000,0
1601765178.772,-25.879,-31.738,-25.391,13.184,0.000,0
1601765178.776,-31.738,-28.320,-21.973,-1.953,0.000,0
1601765178.780,-41.992,-36.133,-33.203,-33.203,0.000,0
1601765178.784,-45.410,-36.621,-40.039,-28.320,0.000,0
1601765178.788,-44.922,-36.621,-37.109,-18.066,0.000,0
1601765178.791,-37.598,-38.574,-36.621,-26.367,0.000,0
1601765178.795,-47.852,-41.504,-37.109,-30.762,0.000,0
1601765178.799,-57.129,-36.621,-41.504,-18.066,0.000,0
1601765178.803,-46.387,-32.715,-46.387,-20.996,0.000,0
1601765178.807,-42.969,-31.738,-40.527,-15.137,0.000,0
1601765178.811,-44.922,-33.691,-34.180,-7.812,0.000,0
1601765178.815,-42.969,-31.250,-35.156,-13.184,0.000,0
1601765178.819,-44.922,-27.832,-43.945,-11.719,0.000,0
1601765178.823,-42.480,-29.785,-45.410,-6.836,0.000,0
1601765178.827,-24.902,-26.367,-35.156,-3.906,0.000,0
1601765178.830,-13.672,-24.414,-29.297,-17.578,0.000,0
1601765178.834,-22.949,-26.855,-33.203,-32.227,0.000,0
1601765178.838,-39.062,-26.855,-39.551,-24.414,0.000,0
1601765178.842,-28.809,-24.902,-38.574,-6.348,0.000,0
1601765178.846,-10.742,-26.367,-37.109,-4.395,0.000,0
1601765178.850,-17.090,-28.809,-30.762,-3.418,0.000,0
1601765178.854,-19.043,-27.832,-27.344,0.977,0.000,0
1601765178.858,-22.949,-27.344,-30.273,-0.488,0.000,0
1601765178.862,-23.926,-28.809,-32.227,-0.977,0.000,0
1601765178.866,-13.184,-26.855,-31.250,-0.488,0.000,0
1601765178.870,-11.230,-28.320,-33.691,1.465,0.000,0
1601765178.873,-15.137,-36.621,-36.621,3.906,0.000,0
1601765178.877,-27.832,-36.621,-34.180,-11.719,0.000,0
1601765178.881,-23.438,-35.645,-39.062,-14.648,0.000,0
1601765178.885,-15.137,-34.180,-41.504,-10.254,0.000,0
1601765178.889,-7.324,-32.715,-33.691,-10.742,0.000,0
1601765178.893,-13.184,-36.621,-30.273,-7.812,0.000,0
1601765178.897,-13.672,-35.156,-30.762,-24.414,0.000,0
1601765178.901,-8.789,-34.668,-35.645,-22.949,0.000,0
1601765178.905,-23.926,-39.062,-36.621,0.488,0.000,0
1601765178.909,-21.973,-39.062,-32.227,17.578,0.000,0
1601765178.913,-25.391,-36.621,-34.668,18.066,0.000,0
1601765178.916,-32.715,-37.109,-36.133,-17.090,0.000,0
1601765178.920,-23.926,-41.504,-36.621,-33.203,0.000,0
1601765178.924,-29.297,-41.992,-33.691,-25.391,0.000,0
1601765178.928,-36.133,-34.668,-29.297,-5.371,0.000,0
1601765178.932,-24.414,-31.250,-31.738,20.020,0.000,0
1601765178.936,-29.297,-31.738,-34.668,-1.465,0.000,0
1601765178.940,-37.109,-32.227,-33.691,-30.762,0.000,0
1601765178.944,-41.504,-29.785,-35.645,-14.648,0.000,0
1601765178.948,-28.809,-27.344,-39.062,-1.953,0.000,0
1601765178.952,-18.066,-27.344,-35.645,-7.812,0.000,0
1601765178.955,-27.344,-28.320,-36.133,-9.766,0.000,0
